2016-11-13 10:09:08,017 [Worker-20] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.EarLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicApp:1.0.0 @ D:\J2EE\workspace\CS548\Assignment9\ClinicApp\pom.xml.
2016-11-13 12:50:27,747 [Worker-81] INFO  o.e.m.c.i.embedder.EclipseLogger - According to the build context, all of the [dependURIs] are up-to-date.
2016-11-13 12:50:27,747 [Worker-81] INFO  o.e.m.c.i.embedder.EclipseLogger - Sources are up-to-date, XJC will be skipped.
2016-11-13 12:50:27,748 [Worker-81] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:50:27,749 [Worker-81] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-13 12:50:27,749 [Worker-81] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-13 12:50:27,751 [Worker-81] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:50:27,751 [Worker-81] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicRepresentations\src\test\resources
2016-11-13 12:50:32,181 [Worker-84] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicRestWebService:war:1.0.0 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2016-11-13 12:50:32,205 [Worker-84] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Cleaning filtered folder for ClinicApp
2016-11-13 12:50:32,355 [Worker-84] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Cleaning filtered folder for ClinicBillingWebApp
2016-11-13 12:50:32,756 [Worker-84] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Cleaning filtered folder for ClinicResearchWebApp
2016-11-13 12:50:32,859 [Worker-84] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Cleaning filtered folder for ClinicRestWebService
2016-11-13 12:50:33,000 [Worker-84] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Cleaning filtered folder for ClinicSoapWebService
2016-11-13 12:50:34,514 [Worker-77] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:50:34,515 [Worker-77] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2016-11-13 12:50:34,528 [Worker-77] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:50:34,528 [Worker-77] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicDomain\src\test\resources
2016-11-13 12:50:34,773 [Worker-77] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:50:34,773 [Worker-77] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-11-13 12:50:34,777 [Worker-77] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:50:34,777 [Worker-77] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicBillingServiceClient\src\test\resources
2016-11-13 12:50:34,909 [Worker-77] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:50:34,910 [Worker-77] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 4 resources
2016-11-13 12:50:34,918 [Worker-77] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:50:34,918 [Worker-77] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicBillingService\src\test\resources
2016-11-13 12:50:35,315 [Worker-77] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:50:35,315 [Worker-77] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-11-13 12:50:35,319 [Worker-77] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:50:35,319 [Worker-77] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicBillingWebApp\src\test\resources
2016-11-13 12:50:35,320 [Worker-77] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of ClinicBillingWebApp
2016-11-13 12:50:35,321 [Worker-77] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for ClinicBillingWebApp
2016-11-13 12:50:35,395 [Worker-77] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:50:36,404 [Worker-82] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for com.sun.xml.bind:jaxb-impl:jar:2.2.11 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2016-11-13 12:50:36,407 [Worker-82] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for com.sun.xml.bind:jaxb-xjc:jar:2.2.11 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2016-11-13 12:50:36,410 [Worker-82] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for com.sun.xml.bind:jaxb-core:jar:2.2.11 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2016-11-13 12:50:36,511 [Worker-82] INFO  o.e.m.c.i.embedder.EclipseLogger - Up-to-date check for source resources [[file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/src/main/resources/DateAdapter.xsd, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/src/main/resources/PatientDTO.xsd, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/src/main/resources/PatientDTO.xjb, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/pom.xml]] and taret resources [[file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/META-INF/sun-jaxb.episode, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/Adapter1.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/DrugTreatmentType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/ObjectFactory.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/PatientDto.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/ProviderDto.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/RadiologyType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/SurgeryType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/TreatmentDto.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/TreatmentType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/package-info.java]].
2016-11-13 12:50:36,513 [Worker-82] INFO  o.e.m.c.i.embedder.EclipseLogger - Latest timestamp of the source resources is [2015-10-18 16:24:24.000], ealiest timestamp of the target resources is [2015-10-18 16:24:26.000].
2016-11-13 12:50:36,513 [Worker-82] INFO  o.e.m.c.i.embedder.EclipseLogger - Sources are up-to-date, XJC will be skipped.
2016-11-13 12:50:36,514 [Worker-82] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:50:36,515 [Worker-82] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 4 resources
2016-11-13 12:50:36,518 [Worker-82] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-11-13 12:50:36,520 [Worker-82] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:50:36,521 [Worker-82] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicDTOs\src\test\resources
2016-11-13 12:50:36,858 [Worker-81] INFO  o.e.m.c.i.embedder.EclipseLogger - Up-to-date check for source resources [[file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/src/main/resources/ClinicData.xsd, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/src/main/resources/DateAdapter.xsd, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/src/main/resources/LinkType.xsd, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/pom.xml]] and taret resources [[file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/META-INF/sun-jaxb.episode, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/Adapter1.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/DrugTreatmentType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/ObjectFactory.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/PatientType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/ProviderType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/RadiologyType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/SurgeryType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/TreatmentType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/dap/LinkType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/dap/ObjectFactory.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/dap/package-info.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/package-info.java]].
2016-11-13 12:50:36,859 [Worker-81] INFO  o.e.m.c.i.embedder.EclipseLogger - Latest timestamp of the source resources is [2016-10-24 15:14:06.160], ealiest timestamp of the target resources is [2016-10-24 15:14:07.080].
2016-11-13 12:50:36,859 [Worker-81] INFO  o.e.m.c.i.embedder.EclipseLogger - Sources are up-to-date, XJC will be skipped.
2016-11-13 12:50:36,860 [Worker-81] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:50:36,861 [Worker-81] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 4 resources
2016-11-13 12:50:36,868 [Worker-81] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-11-13 12:50:36,869 [Worker-81] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:50:36,869 [Worker-81] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicRepresentations\src\test\resources
2016-11-13 12:50:36,973 [Worker-81] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:50:36,974 [Worker-81] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-11-13 12:50:36,978 [Worker-81] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:50:36,978 [Worker-81] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicResearchServiceClient\src\test\resources
2016-11-13 12:50:37,085 [Worker-81] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:50:37,086 [Worker-81] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 4 resources
2016-11-13 12:50:37,093 [Worker-81] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:50:37,093 [Worker-81] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicResearchService\src\test\resources
2016-11-13 12:50:37,467 [Worker-81] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:50:37,467 [Worker-81] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-11-13 12:50:37,471 [Worker-81] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:50:37,471 [Worker-81] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicResearchWebApp\src\test\resources
2016-11-13 12:50:37,471 [Worker-81] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of ClinicResearchWebApp
2016-11-13 12:50:37,471 [Worker-81] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for ClinicResearchWebApp
2016-11-13 12:50:37,477 [Worker-81] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:50:38,393 [Worker-69] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:50:38,394 [Worker-69] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-11-13 12:50:38,396 [Worker-69] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:50:38,396 [Worker-69] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicServiceClient\src\test\resources
2016-11-13 12:50:38,485 [Worker-69] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:50:38,485 [Worker-69] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 4 resources
2016-11-13 12:50:38,492 [Worker-69] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:50:38,492 [Worker-69] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicInit\src\test\resources
2016-11-13 12:50:38,727 [Worker-69] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of ClinicRestWebService
2016-11-13 12:50:38,728 [Worker-69] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for ClinicRestWebService
2016-11-13 12:50:38,891 [Worker-69] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:50:38,891 [Worker-69] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 4 resources
2016-11-13 12:50:38,900 [Worker-69] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:50:38,900 [Worker-69] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicService\src\test\resources
2016-11-13 12:50:39,019 [Worker-69] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:50:39,019 [Worker-69] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicSoapWebService\src\main\resources
2016-11-13 12:50:39,019 [Worker-69] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:50:39,019 [Worker-69] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicSoapWebService\src\test\resources
2016-11-13 12:50:39,020 [Worker-69] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of ClinicSoapWebService
2016-11-13 12:50:39,020 [Worker-69] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for ClinicSoapWebService
2016-11-13 12:50:39,025 [Worker-69] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:50:39,081 [Worker-69] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicRestWebService:war:1.0.0 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2016-11-13 12:50:39,103 [Worker-69] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of ClinicApp
2016-11-13 12:50:39,103 [Worker-69] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for ClinicApp
2016-11-13 12:50:39,160 [Worker-69] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:50:39,208 [Worker-69] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicRestWebService:war:1.0.0 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2016-11-13 12:50:39,522 [Worker-69] INFO  o.e.m.c.i.embedder.EclipseLogger - Generating application.xml
2016-11-13 12:50:39,552 [Worker-69] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:50:39,552 [Worker-69] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicApp\src\main\resources
2016-11-14 04:42:15,106 [Worker-12] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.EarLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicApp:1.0.0 @ D:\J2EE\workspace\CS548\Assignment9\ClinicApp\pom.xml.
2016-11-14 04:42:15,232 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicRestWebService:war:1.0.0 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2016-11-14 04:42:15,805 [Worker-12] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.EjbLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicBillingService:1.0.0 @ D:\J2EE\workspace\CS548\Assignment9\ClinicBillingService\pom.xml.
2016-11-14 04:42:15,847 [Worker-12] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicBillingServiceClient:1.0.0 @ D:\J2EE\workspace\CS548\Assignment9\ClinicBillingServiceClient\pom.xml.
2016-11-14 04:42:15,891 [Worker-12] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicBillingWebApp:1.0.0 @ D:\J2EE\workspace\CS548\Assignment9\ClinicBillingWebApp\pom.xml.
2016-11-14 04:42:15,950 [Worker-12] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicDTOs:1.0.0 @ D:\J2EE\workspace\CS548\Assignment9\ClinicDTOs\pom.xml.
2016-11-14 04:42:15,985 [Worker-12] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicDomain:1.0.0 @ D:\J2EE\workspace\CS548\Assignment9\ClinicDomain\pom.xml.
2016-11-14 04:42:16,020 [Worker-12] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.EjbLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicInit:1.0.0 @ D:\J2EE\workspace\CS548\Assignment9\ClinicInit\pom.xml.
2016-11-14 04:42:16,089 [Worker-12] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicRepresentations:1.0.0 @ D:\J2EE\workspace\CS548\Assignment9\ClinicRepresentations\pom.xml.
2016-11-14 04:42:16,130 [Worker-12] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.EjbLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicResearchService:1.0.0 @ D:\J2EE\workspace\CS548\Assignment9\ClinicResearchService\pom.xml.
2016-11-14 04:42:16,165 [Worker-12] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicResearchServiceClient:1.0.0 @ D:\J2EE\workspace\CS548\Assignment9\ClinicResearchServiceClient\pom.xml.
2016-11-14 04:42:16,200 [Worker-12] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicResearchWebApp:1.0.0 @ D:\J2EE\workspace\CS548\Assignment9\ClinicResearchWebApp\pom.xml.
2016-11-14 04:42:16,234 [Worker-12] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicRestWebService:1.0.0 @ D:\J2EE\workspace\CS548\Assignment9\ClinicRestWebService\pom.xml.
2016-11-14 04:42:16,338 [Worker-12] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using NULL lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicRoot:1.0.0 @ D:\J2EE\workspace\CS548\Assignment9\ClinicRoot\pom.xml.
2016-11-14 04:42:16,369 [Worker-12] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.EjbLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicService:1.0.0 @ D:\J2EE\workspace\CS548\Assignment9\ClinicService\pom.xml.
2016-11-14 04:42:16,399 [Worker-12] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicServiceClient:1.0.0 @ D:\J2EE\workspace\CS548\Assignment9\ClinicServiceClient\pom.xml.
2016-11-14 04:42:16,436 [Worker-12] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicSoapWebService:1.0.0 @ D:\J2EE\workspace\CS548\Assignment9\ClinicSoapWebService\pom.xml.
2016-11-14 04:42:18,109 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for edu.stevens.cs548:ClinicRestWebService:war:1.0.0 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2016-11-14 04:42:18,385 [Worker-12] INFO  o.e.m.c.i.embedder.EclipseLogger - Generating application.xml
2016-11-14 04:42:20,458 [Worker-13] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-14 04:42:20,469 [Worker-13] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2016-11-14 04:42:20,485 [Worker-13] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-14 04:42:20,485 [Worker-13] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicDomain\src\test\resources
2016-11-14 04:42:20,832 [Worker-13] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-14 04:42:20,833 [Worker-13] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-11-14 04:42:20,836 [Worker-13] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-14 04:42:20,836 [Worker-13] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicBillingServiceClient\src\test\resources
2016-11-14 04:42:21,189 [Worker-13] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-14 04:42:21,190 [Worker-13] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 4 resources
2016-11-14 04:42:21,259 [Worker-13] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-14 04:42:21,259 [Worker-13] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicBillingService\src\test\resources
2016-11-14 04:42:21,389 [Worker-13] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-14 04:42:21,390 [Worker-13] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-11-14 04:42:21,393 [Worker-13] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-14 04:42:21,393 [Worker-13] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicBillingWebApp\src\test\resources
2016-11-14 04:42:21,739 [Worker-13] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for com.sun.xml.bind:jaxb-impl:jar:2.2.11 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2016-11-14 04:42:21,744 [Worker-13] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for com.sun.xml.bind:jaxb-xjc:jar:2.2.11 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2016-11-14 04:42:21,751 [Worker-13] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for com.sun.xml.bind:jaxb-core:jar:2.2.11 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
